
> frontend@0.1.0 dev
> next dev

[baseline-browser-mapping] The data in this module is over two months old.  To ensure accurate Baseline data, please update: `npm i baseline-browser-mapping@latest -D`
 GET /api/backend/api/v1/connections 200 in 1078ms (compile: 12ms, render: 1065ms)
 GET /api/backend/api/v1/connections 200 in 101ms (compile: 6ms, render: 95ms)
 GET /api/backend/api/v1/traffic 200 in 53ms (compile: 30ms, render: 23ms)
 GET /api/backend/api/v1/flows 200 in 27ms (compile: 10ms, render: 18ms)
 GET /api/backend/api/v1/traffic 200 in 49ms (compile: 32ms, render: 16ms)
 GET /api/backend/api/v1/connections 200 in 110ms (compile: 6ms, render: 104ms)
 GET /api/backend/api/v1/flows 200 in 52ms (compile: 22ms, render: 29ms)
 GET /api/backend/api/v1/traffic 200 in 56ms (compile: 36ms, render: 20ms)
 GET /api/backend/api/v1/traffic 200 in 46ms (compile: 29ms, render: 16ms)
 GET /api/backend/api/v1/flows 200 in 22ms (compile: 5ms, render: 17ms)
 GET /api/backend/api/v1/agents 200 in 55ms (compile: 27ms, render: 28ms)
 GET /api/backend/api/v1/traffic 200 in 50ms (compile: 25ms, render: 25ms)
 GET /api/backend/api/v1/capabilities 200 in 89ms (compile: 38ms, render: 51ms)
 GET /api/backend/api/v1/connections 200 in 250ms (compile: 20ms, render: 230ms)
 GET /api/backend/api/v1/flows 200 in 46ms (compile: 18ms, render: 28ms)
 GET /api/backend/api/v1/traffic 200 in 53ms (compile: 31ms, render: 22ms)
 GET /api/backend/api/v1/traffic 200 in 28ms (compile: 15ms, render: 14ms)
 GET /api/backend/api/v1/flows 200 in 33ms (compile: 5ms, render: 28ms)
 GET /api/backend/api/v1/devices 200 in 37ms (compile: 16ms, render: 21ms)
 GET /api/backend/api/v1/connections 200 in 785ms (compile: 6ms, render: 778ms)
 GET /api/backend/api/v1/traffic 200 in 29ms (compile: 15ms, render: 15ms)
 GET /api/backend/api/v1/flows 200 in 41ms (compile: 16ms, render: 25ms)
 GET /api/backend/api/v1/traffic 200 in 47ms (compile: 29ms, render: 18ms)
 GET /api/backend/api/v1/agents 200 in 55ms (compile: 17ms, render: 37ms)
 GET /api/backend/api/v1/capabilities 200 in 57ms (compile: 29ms, render: 28ms)
 GET /api/backend/api/v1/traffic 200 in 40ms (compile: 26ms, render: 13ms)
 GET /api/backend/api/v1/connections 200 in 179ms (compile: 40ms, render: 139ms)
 GET /api/backend/api/v1/connections 200 in 113ms (compile: 4ms, render: 109ms)
 GET /api/backend/api/v1/flows 200 in 16ms (compile: 5ms, render: 12ms)
 GET /api/backend/api/v1/traffic 200 in 58ms (compile: 36ms, render: 22ms)
 GET /api/backend/api/v1/flows 200 in 59ms (compile: 30ms, render: 29ms)
 GET /api/backend/api/v1/traffic 200 in 66ms (compile: 44ms, render: 22ms)
 GET /api/backend/api/v1/connections 200 in 116ms (compile: 5ms, render: 111ms)
 GET /api/backend/api/v1/traffic 200 in 48ms (compile: 29ms, render: 19ms)
 GET /api/backend/api/v1/flows 200 in 18ms (compile: 5ms, render: 13ms)
 GET /api/backend/api/v1/traffic 200 in 34ms (compile: 18ms, render: 15ms)
 GET /api/backend/api/v1/agents 200 in 62ms (compile: 19ms, render: 43ms)
 GET /api/backend/api/v1/capabilities 200 in 112ms (compile: 32ms, render: 80ms)
 GET /api/backend/api/v1/flows 200 in 116ms (compile: 44ms, render: 71ms)
 GET /api/backend/api/v1/traffic 200 in 61ms (compile: 20ms, render: 41ms)
 GET /api/backend/api/v1/devices 200 in 79ms (compile: 16ms, render: 63ms)
